,Astro,Chandelier,Endo,L2/3 IT,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5_Lhx6,Micro-PVM,OPC,Oligo,Pax6,Pvalb,Sncg,Sst,VLMC,Vip
87,0.06166711464007634,0.0021769537237484806,0.0001676947014478122,0.255204961556195,0.16671541784854088,0.009733090588839234,0.12810943413190007,0.04202826619542786,0.03223576487185074,0.05133348682927951,0.017937452666143317,0.031044781005548878,0.011524543284622362,0.004720488434450036,0.003056602235617555,0.01083261515921361,0.07590045579226151,0.003569013632696242,0.016838418432646687,0.005043420508346989,0.04355573281546938,0.006316503370636921,0.020287787575040586
89,0.055360767330346096,0.002369236791370692,0.00025004533016273006,0.27822068292681346,0.17215259009540226,0.008317694723691864,0.13025165989452364,0.03711870380779417,0.030271914361706526,0.04760514752991191,0.012316566430440452,0.02694517486160376,0.011058961841890728,0.004143428320937096,0.002807837161272394,0.009693960773435631,0.07803813105367868,0.003128687042055317,0.016707357894591483,0.004292499251225149,0.03834293330592535,0.010790277507924401,0.019815741763296212
91,0.05919134609939374,0.0021367701252163764,0.0001642842246797543,0.266033128303807,0.16476482110473986,0.008954487742885063,0.13006564058813094,0.041152633924212846,0.03063144368534089,0.05021248284284505,0.014633417035847958,0.029365197676832922,0.010986023952702527,0.004446656858370045,0.0031047365832740843,0.010336250299352916,0.08070903882051564,0.0032938190698977047,0.017121204840097378,0.004445569035832435,0.040856620494749474,0.007368713123349979,0.02002571356792554
93,0.05751606773894518,0.0023393043346701414,0.00020936331061272243,0.2642025995708149,0.1758123620062492,0.008556357431330224,0.1274490479790407,0.03886406563185314,0.0320351716189058,0.051250755100190476,0.01496887422524949,0.02803190009825118,0.011152288516198256,0.004420504747846844,0.002920283625010708,0.010559059090709247,0.07780401292959623,0.0032807512816102483,0.016450874796358067,0.00480858825754477,0.040978088011302274,0.0064339333909728645,0.01995574630673743
95,0.05824326949521626,0.002314538863916343,0.00019047572120111335,0.26226679554252524,0.17434281643044375,0.008628331319523869,0.12776486938711054,0.03911628182009018,0.03207784505137806,0.051459321706068276,0.015088449800786,0.028215574066629997,0.011096879514161932,0.00441409945663814,0.002970280432546694,0.010714152829654624,0.07903796516684401,0.0032827758905141853,0.01656790784549475,0.004771508015799686,0.04116572544144012,0.00625543202443304,0.020014704177582786
97,0.059991105171020305,0.0021070212532698688,0.0001440992861040283,0.25935907624962934,0.16606315107724964,0.008991708830162046,0.12906345294188287,0.04240589565701398,0.03136700879393938,0.052140021625040694,0.015746250279279627,0.029975909631894164,0.010911898755600844,0.004566150018725357,0.0031564526012344625,0.010649800561761466,0.08134544737136654,0.003335241044357921,0.017038341064465487,0.004612024291945275,0.041939030433032834,0.005113623774133659,0.019977289286890073
99,0.05915958271874389,0.0022133859187415603,0.0001644151434403069,0.2602050875281492,0.17009858193620042,0.008783622745189531,0.12858836598308082,0.04082822311167167,0.031744895813499235,0.05195755068871909,0.015381775383139427,0.02911107378852017,0.010952271993844591,0.004476196928991084,0.0030782448214756305,0.01070749000095931,0.08064984181405636,0.0032950849811110173,0.016813954057626534,0.004664550223471853,0.041514477231829466,0.00564404953757465,0.01996727764996399
101,0.057871895407400856,0.002327585077792187,0.0001943875378452858,0.2636164831172534,0.17454948776674656,0.008526576552896471,0.12804659291952028,0.03874282208708553,0.03196579982291408,0.051172421122634114,0.014660483622774032,0.027911452358857832,0.011037811071234345,0.004359006938800085,0.002947680139395791,0.010643680843460656,0.07952516007221563,0.0032454203529096223,0.016581767573260797,0.004695393547707643,0.04076765183077264,0.006633756064294425,0.01997668417222777
103,0.05079482222032394,0.002624021364011855,0.0003378652885543089,0.27876935879436343,0.19025434443041261,0.0072714456199786896,0.12639841866225507,0.0348240007025187,0.032037834679692,0.04961904250120578,0.012092180868544375,0.024726530470059797,0.010946078577842052,0.004082923300602664,0.002375234750087489,0.009413879308444265,0.0749929273859843,0.002993277070524676,0.015687366157061004,0.004619196923750354,0.03767818268268927,0.008229486943360979,0.019231581297732527
105,0.0562253616965762,0.002070200977027957,0.00019672306259618268,0.28032307615157864,0.1622681329707503,0.008932349153499984,0.13223967218999966,0.04025124321220467,0.02937645282142301,0.046379427494719114,0.012446694864046372,0.028908426550156692,0.010902804081781608,0.004296856898351689,0.002832759938790012,0.009316619844461973,0.07896842441535944,0.003122762550830278,0.017197867436734036,0.0039958836524858045,0.03849354672856418,0.011715957433498968,0.019538755874563316
107,0.05751463759403978,0.0022223942566087,0.00020717049875910106,0.2786694556450984,0.16217476115612736,0.008847871336886862,0.13266456158910797,0.03841182295905382,0.02923623628167292,0.04639257423452853,0.012312478376298274,0.028209160778791993,0.011096182084901336,0.004177743583489623,0.003017880072635027,0.00975551331960611,0.07952104785672717,0.003185970398773168,0.01724388717643189,0.004093115916294505,0.03859354989357063,0.01240066854966979,0.02005131644092693
109,0.04960318782261495,0.0026795960803475713,0.0003638529460653385,0.2810792276318534,0.19322922868403322,0.007050042666215205,0.1259341429434745,0.034167009915061025,0.03216249893271267,0.04945480276615282,0.011693128771778551,0.024196420044331708,0.010933877869118197,0.004044588273339103,0.0022964857678389678,0.009233226813535864,0.0741276479785419,0.002952954388748909,0.015509910788263482,0.004623336616488642,0.03717852556793989,0.008403647043329517,0.019082659688214446
111,0.05799354286879087,0.00230697514056289,0.0002943490237669734,0.26993555449311335,0.16016513967010199,0.0094028006991111,0.12714299838975834,0.04262553098589612,0.034340592690679544,0.047338719278985905,0.012597229275064159,0.033720112114279464,0.011395463282024081,0.004458812454108936,0.0031014035492611305,0.01001765188227136,0.0779481954820228,0.0034188275124629407,0.017023227656754965,0.004593494806201736,0.03984264736544019,0.01157721372002568,0.018759517659315498
113,0.05667768070370597,0.0020483899563088054,0.00022635341946093579,0.2749682658542818,0.15930389070653034,0.008729785825557777,0.13488405635946807,0.04096013424455479,0.029845684707470514,0.04781673986482118,0.012836665662928699,0.03035716224498268,0.010922293647869147,0.004447491603438908,0.0028849684926611397,0.009552419231083253,0.07816809642140797,0.0031812367773101447,0.017086849820527696,0.004287811602718473,0.03973860399450701,0.011725797105573267,0.019349621752831395
115,0.05156875519755792,0.00262022838433728,0.0003535305265412509,0.2789000097183755,0.18637879178838107,0.0074779966762170275,0.12651991507547028,0.035398623921915985,0.03249518086498778,0.04903944195599883,0.011849844188195747,0.025929120793535737,0.011065781727458056,0.004132062099207419,0.0025787344572661525,0.009526505249771543,0.07458883393045707,0.0030520186401951526,0.015803183195721687,0.004648567197005806,0.037793775413259005,0.009189278914166314,0.01908982008397733
117,0.06391991550278567,0.0024255805071157176,0.0003108617162913283,0.2598165643109856,0.16445864271039332,0.01014458479321362,0.12411103663547299,0.04240971660797401,0.03761726712033088,0.051042119998304304,0.01747232833957737,0.03142106859905287,0.011793312416957458,0.005072826648276345,0.005820118439387239,0.01283411497761596,0.06547049545963837,0.0034679530857590363,0.01571927032506111,0.00542927003928925,0.04001721046712422,0.011607481119023976,0.017618260180369223
119,0.04558022960919954,0.0012857217604191732,0.00012809177265727886,0.2838670957589795,0.1743113282688055,0.008943159629830996,0.128553067433521,0.05189972312428762,0.032038101395480814,0.04881954806319936,0.01374197886374246,0.032489406687130185,0.00906848065238332,0.00495535014999251,0.0015123018061346768,0.006517139628897259,0.07552804576695167,0.002493186718783389,0.015805806461162884,0.0033280582997336607,0.03674609839730806,0.007268303260732455,0.015119776490666634
121,0.06128335450244873,0.002050737034279204,0.00013098998204571176,0.2524175527123839,0.1668198357898565,0.00983030229861224,0.12719786577099795,0.043814616736348955,0.03221320236590562,0.05258130375544724,0.018203907038491958,0.031373565066847665,0.01135510205443914,0.004847438954426514,0.003005450140982712,0.01045882061476999,0.07964013661374145,0.003446034478774503,0.016944153291724696,0.004945475168740562,0.043040753530555045,0.004763754810604732,0.01963564728757529
123,0.05274896144440826,0.0014658323508322634,8.24325779113509e-05,0.269854416223285,0.16563235089206113,0.010000600969929892,0.1271007135981478,0.04888607383212889,0.03170747275140562,0.05278829832780888,0.015025839434866661,0.03234072182077498,0.010261554704249883,0.0050602166263506495,0.001735858736017203,0.007693508756322125,0.08523184112985567,0.002817144914306311,0.016360740900754615,0.004053717737257706,0.038392612731585375,0.00424982813025179,0.016509261409487764
125,0.05684344037031123,0.0011646819365940698,3.672096804049264e-05,0.2600462810467547,0.1546710011635513,0.011521907459611423,0.1272525590907379,0.05249708680021312,0.03196320600452913,0.05534819345672595,0.01364024889897608,0.030065978539720498,0.011303203554384564,0.005210746293104749,0.001817726265429777,0.007829615501739315,0.09792811697772373,0.0028963615973796836,0.016058596152925885,0.004912409499186471,0.036598268526004875,0.003580661891888936,0.016812988004465873
127,0.04938228343689344,0.0009753964219360944,7.193609455439715e-05,0.2752704387974991,0.16275373081387554,0.010561793398766789,0.12949745805536175,0.05432112892665399,0.030495688806077753,0.05379608016289386,0.013769133375885593,0.03145626206536356,0.009910750518587785,0.005212505231543952,0.0010603781631572298,0.00668755580252931,0.08708007354547832,0.0025415168143431716,0.01612319186910641,0.004269384845439883,0.03584010894083624,0.0034936612826919513,0.015429542630524108
129,0.058212137563119964,0.0013778853763263528,8.990160920830513e-05,0.265285271210854,0.1511810250525303,0.011943286902349583,0.1303483810390084,0.04953328964667629,0.031925534779530286,0.05430869746168492,0.014557849235111614,0.030281487553928642,0.01185234259921398,0.005311011693811555,0.0022828425977707715,0.008224254705204374,0.08712314559648815,0.003203351047292699,0.016579020119920095,0.004777864834747094,0.03894597524948672,0.0053102342389620555,0.017345209886774023
131,0.06018827368400064,0.0014101786798960713,0.00013098656335962204,0.2644289543923427,0.14895532321980642,0.012220329886259458,0.1284717773514646,0.0491175695886869,0.03190296646026966,0.05294536292471608,0.013594526373056557,0.02940893384584185,0.01209618600473775,0.005210241381517161,0.002212958758404185,0.00842286889733126,0.09190867577722947,0.0032557471813306456,0.016993303803148476,0.00492321408056348,0.03812160107856352,0.006176616597229014,0.017903403470244498
133,0.052535103842005416,0.0011585392334436148,5.1208558257532935e-05,0.26831748843541947,0.15978263350269886,0.010939755346629413,0.12800276435239824,0.05266668709815435,0.031800454942080246,0.05498387242878671,0.01375301982196126,0.03063326373242793,0.010639503406317573,0.0051693728441269985,0.00172300812453017,0.00726311371169243,0.09230402797708082,0.0026711430476851115,0.015889808685102036,0.004298255237580226,0.03639208654637484,0.0033467809906815305,0.015678108134565497
135,0.047307857694867304,0.0011669935689360067,5.681260081712941e-05,0.280938861107366,0.1672414092023111,0.010111538314043978,0.12692125967888881,0.05209800559213163,0.03168497615202376,0.05205994932021163,0.01382546214692406,0.03358750577800961,0.009555768965732004,0.005166220183392943,0.0009307185909990905,0.006263387403281051,0.08418612294312872,0.002475076395054201,0.015874451479563935,0.003558132811666204,0.036243990853626395,0.0039385750816489954,0.014806924135375451
